PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
22,34,17,439,21,73,83366,110004,20,23,10,Thursday,73.33333333333333,Unhealthy
19,29,15,423,21,72,83326,90277,21,23,10,Thursday,63.33333333333333,Unhealthy
17,26,14,425,21,73,83288,81606,22,23,10,Thursday,56.666666666666664,Unhealthy
16,25,13,425,21,72,83238,78122,23,23,10,Thursday,53.333333333333336,Unhealthy
16,24,13,427,20,73,83232,73132,0,24,10,Friday,53.333333333333336,Unhealthy
15,23,12,423,20,74,83268,70572,1,24,10,Friday,50.0,Unhealthy
15,23,12,425,21,74,83331,70902,2,24,10,Friday,50.0,Unhealthy
18,27,14,428,20,74,83358,85684,3,24,10,Friday,60.0,Unhealthy
22,33,17,425,20,75,83429,106770,4,24,10,Friday,73.33333333333333,Unhealthy
23,35,18,421,20,76,83494,113962,5,24,10,Friday,76.66666666666667,Unhealthy
21,31,16,417,21,75,83508,102473,6,24,10,Friday,70.0,Unhealthy
24,36,18,413,23,70,83482,116468,7,24,10,Friday,80.0,Unhealthy
20,30,15,409,25,64,83432,95810,8,24,10,Friday,66.66666666666666,Unhealthy
13,21,11,406,26,57,83328,64424,9,24,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,404,26,54,83219,52260,10,24,10,Friday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,405,27,52,83145,55609,11,24,10,Friday,40.0,Unhealthy for Sensitive Groups
17,25,13,405,27,53,83086,79316,12,24,10,Friday,56.666666666666664,Unhealthy
15,23,12,406,26,53,83075,71911,13,24,10,Friday,50.0,Unhealthy
13,20,10,410,25,53,83077,61208,14,24,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
15,22,12,418,24,56,83110,68753,15,24,10,Friday,50.0,Unhealthy
19,29,15,428,23,62,83177,89776,16,24,10,Friday,63.33333333333333,Unhealthy
17,26,14,417,22,67,83281,81441,17,24,10,Friday,56.666666666666664,Unhealthy
18,27,14,421,21,73,83357,84473,18,24,10,Friday,60.0,Unhealthy
25,38,20,430,21,74,83374,123596,19,24,10,Friday,83.33333333333334,Unhealthy
26,40,21,439,21,74,83370,130415,20,24,10,Friday,86.66666666666667,Unhealthy
19,28,15,434,21,73,83347,89345,21,24,10,Friday,63.33333333333333,Unhealthy
13,20,10,426,21,73,83290,61299,22,24,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,10,427,21,73,83219,60366,23,24,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,435,21,73,83201,59828,0,25,10,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
12,19,10,444,20,73,83214,57623,1,25,10,Saturday,40.0,Unhealthy for Sensitive Groups
12,19,10,455,20,74,83263,58748,2,25,10,Saturday,40.0,Unhealthy for Sensitive Groups
14,20,11,454,20,74,83312,63557,3,25,10,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
13,20,10,459,21,74,83386,63289,4,25,10,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
14,22,12,422,22,68,83427,67657,5,25,10,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
9,14,7,409,24,60,83407,43844,6,25,10,Saturday,30.0,Unhealthy for Sensitive Groups
12,18,10,410,26,55,83370,56662,7,25,10,Saturday,40.0,Unhealthy for Sensitive Groups
15,23,12,409,27,52,83301,70639,8,25,10,Saturday,50.0,Unhealthy
12,18,9,408,27,50,83191,55851,9,25,10,Saturday,40.0,Unhealthy for Sensitive Groups
11,16,9,407,29,46,83066,51233,10,25,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
9,13,7,406,28,46,82983,41322,11,25,10,Saturday,30.0,Unhealthy for Sensitive Groups
9,14,7,407,28,46,82939,43414,12,25,10,Saturday,30.0,Unhealthy for Sensitive Groups
9,14,7,409,27,46,82919,44236,13,25,10,Saturday,30.0,Unhealthy for Sensitive Groups
11,18,9,411,24,56,82983,52347,14,25,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
14,21,11,417,22,65,83044,63907,15,25,10,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
17,26,14,431,23,67,83088,79788,16,25,10,Saturday,56.666666666666664,Unhealthy
18,28,14,439,23,66,83187,86305,17,25,10,Saturday,60.0,Unhealthy
16,24,13,420,22,70,83319,74079,18,25,10,Saturday,53.333333333333336,Unhealthy
17,26,14,423,22,71,83366,79441,19,25,10,Saturday,56.666666666666664,Unhealthy
13,19,10,424,22,71,83361,60224,20,25,10,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
6,10,5,425,21,71,83312,31419,21,25,10,Saturday,20.0,Moderate
6,10,5,431,21,71,83277,30981,22,25,10,Saturday,20.0,Moderate
7,10,6,440,21,72,83158,33177,23,25,10,Saturday,23.333333333333332,Moderate
6,9,5,439,21,72,83135,29978,0,26,10,Sunday,20.0,Moderate
6,10,5,452,20,73,83182,31357,1,26,10,Sunday,20.0,Moderate
8,12,7,470,20,74,83209,38900,2,26,10,Sunday,26.666666666666668,Moderate
10,15,8,474,20,74,83297,46003,3,26,10,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
23,34,18,452,21,72,83356,109906,4,26,10,Sunday,76.66666666666667,Unhealthy
23,34,17,424,24,64,83386,110703,5,26,10,Sunday,76.66666666666667,Unhealthy
16,24,12,417,26,58,83396,75176,6,26,10,Sunday,53.333333333333336,Unhealthy
12,19,10,413,26,55,83369,58638,7,26,10,Sunday,40.0,Unhealthy for Sensitive Groups
9,14,7,411,28,51,83278,45329,8,26,10,Sunday,30.0,Unhealthy for Sensitive Groups
4,6,3,408,30,43,83169,21385,9,26,10,Sunday,13.333333333333334,Good
6,9,5,408,30,40,83056,27891,10,26,10,Sunday,20.0,Moderate
8,12,6,409,29,42,82993,39468,11,26,10,Sunday,26.666666666666668,Moderate
11,17,9,409,28,46,82946,52522,12,26,10,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,9,414,25,53,82979,54872,13,26,10,Sunday,40.0,Unhealthy for Sensitive Groups
10,15,8,415,25,53,83028,45793,14,26,10,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,434,25,57,83091,44729,15,26,10,Sunday,30.0,Unhealthy for Sensitive Groups
17,25,13,437,24,58,83085,77761,16,26,10,Sunday,56.666666666666664,Unhealthy
21,32,17,445,23,59,83134,103154,17,26,10,Sunday,70.0,Unhealthy
22,33,17,472,22,63,83203,105979,18,26,10,Sunday,73.33333333333333,Unhealthy
26,39,20,486,22,65,83270,124777,19,26,10,Sunday,86.66666666666667,Unhealthy
22,34,17,467,22,65,83280,106996,20,26,10,Sunday,73.33333333333333,Unhealthy
20,30,15,438,21,68,83244,94426,21,26,10,Sunday,66.66666666666666,Unhealthy
11,17,9,427,22,67,83200,53321,22,26,10,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,438,21,68,83163,52663,23,26,10,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,447,20,69,83157,51968,0,27,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,467,20,69,83182,56992,1,27,10,Monday,40.0,Unhealthy for Sensitive Groups
13,19,10,462,20,70,83207,60937,2,27,10,Monday,43.333333333333336,Unhealthy for Sensitive Groups
15,23,12,460,20,70,83256,70358,3,27,10,Monday,50.0,Unhealthy
16,24,13,447,23,65,83313,75857,4,27,10,Monday,53.333333333333336,Unhealthy
12,18,9,418,26,57,83349,55201,5,27,10,Monday,40.0,Unhealthy for Sensitive Groups
17,27,14,412,27,51,83345,84396,6,27,10,Monday,56.666666666666664,Unhealthy
16,24,13,409,28,49,83344,76173,7,27,10,Monday,53.333333333333336,Unhealthy
12,18,10,407,29,46,83285,57357,8,27,10,Monday,40.0,Unhealthy for Sensitive Groups
10,16,8,406,30,43,83176,49423,9,27,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,407,31,39,83061,46650,10,27,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
9,13,7,407,30,40,83000,42254,11,27,10,Monday,30.0,Unhealthy for Sensitive Groups
11,17,9,413,27,51,83006,53085,12,27,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
13,21,11,421,24,65,83044,62281,13,27,10,Monday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,11,426,24,66,83046,62313,14,27,10,Monday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,11,421,22,67,83121,63559,15,27,10,Monday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,10,421,22,68,83159,56528,16,27,10,Monday,40.0,Unhealthy for Sensitive Groups
11,16,9,428,22,69,83239,52553,17,27,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,434,21,69,83268,58504,18,27,10,Monday,40.0,Unhealthy for Sensitive Groups
11,16,9,435,21,69,83303,51753,19,27,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,445,21,71,83337,46731,20,27,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
11,16,9,455,21,71,83295,51615,21,27,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,430,21,71,83256,58168,22,27,10,Monday,40.0,Unhealthy for Sensitive Groups
14,21,11,430,21,73,83258,63812,23,27,10,Monday,46.666666666666664,Unhealthy for Sensitive Groups
9,14,7,425,21,74,83235,45199,0,28,10,Tuesday,30.0,Unhealthy for Sensitive Groups
5,8,4,421,20,76,83224,24621,1,28,10,Tuesday,16.666666666666664,Moderate
4,7,3,423,21,75,83258,22380,2,28,10,Tuesday,13.333333333333334,Good
8,12,6,428,21,75,83287,37770,3,28,10,Tuesday,26.666666666666668,Moderate
10,16,8,429,22,73,83332,49143,4,28,10,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,421,23,70,83394,47727,5,28,10,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
5,8,4,410,24,64,83387,26991,6,28,10,Tuesday,16.666666666666664,Moderate
6,9,5,408,26,61,83347,30491,7,28,10,Tuesday,20.0,Moderate
5,7,4,407,28,53,83271,25101,8,28,10,Tuesday,16.666666666666664,Moderate
7,10,5,407,29,50,83171,33101,9,28,10,Tuesday,23.333333333333332,Moderate
9,14,8,407,28,50,83058,46789,10,28,10,Tuesday,30.0,Unhealthy for Sensitive Groups
7,11,6,407,29,51,82981,34189,11,28,10,Tuesday,23.333333333333332,Moderate
5,8,4,407,28,49,82935,26010,12,28,10,Tuesday,16.666666666666664,Moderate
8,13,6,410,27,54,82911,37634,13,28,10,Tuesday,26.666666666666668,Moderate
5,8,4,416,23,68,83068,24985,14,28,10,Tuesday,16.666666666666664,Moderate
4,7,3,421,22,70,83135,21514,15,28,10,Tuesday,13.333333333333334,Good
7,10,6,421,22,72,83171,33184,16,28,10,Tuesday,23.333333333333332,Moderate
12,18,10,431,22,73,83221,56415,17,28,10,Tuesday,40.0,Unhealthy for Sensitive Groups
5,8,4,421,21,74,83315,26292,18,28,10,Tuesday,16.666666666666664,Moderate
4,6,3,424,21,74,83285,21684,19,28,10,Tuesday,13.333333333333334,Good
6,9,5,438,21,74,83279,28393,20,28,10,Tuesday,20.0,Moderate
7,10,6,434,21,74,83245,33520,21,28,10,Tuesday,23.333333333333332,Moderate
6,10,5,424,21,75,83191,31378,22,28,10,Tuesday,20.0,Moderate
6,10,5,420,20,76,83185,31817,23,28,10,Tuesday,20.0,Moderate
4,6,3,421,21,76,83179,20576,0,29,10,Wednesday,13.333333333333334,Good
3,4,2,427,21,75,83192,13520,1,29,10,Wednesday,10.0,Good
2,4,2,425,21,75,83248,12967,2,29,10,Wednesday,6.666666666666667,Good
4,6,3,431,20,75,83308,20474,3,29,10,Wednesday,13.333333333333334,Good
6,9,5,420,21,75,83349,30144,4,29,10,Wednesday,20.0,Moderate
9,14,8,419,21,75,83379,46469,5,29,10,Wednesday,30.0,Unhealthy for Sensitive Groups
2,4,2,421,22,72,83403,13450,6,29,10,Wednesday,6.666666666666667,Good
4,7,3,417,22,73,83371,22530,7,29,10,Wednesday,13.333333333333334,Good
7,11,6,414,22,75,83318,37143,8,29,10,Wednesday,23.333333333333332,Moderate
5,8,4,415,22,76,83238,24991,9,29,10,Wednesday,16.666666666666664,Moderate
4,7,3,411,23,73,83126,22825,10,29,10,Wednesday,13.333333333333334,Good
4,6,3,410,21,75,83081,20091,11,29,10,Wednesday,13.333333333333334,Good
2,4,2,410,22,76,83062,13149,12,29,10,Wednesday,6.666666666666667,Good
2,3,2,413,22,74,83066,11467,13,29,10,Wednesday,6.666666666666667,Good
2,3,2,416,22,71,83074,11928,14,29,10,Wednesday,6.666666666666667,Good
2,3,2,422,21,73,83106,10579,15,29,10,Wednesday,6.666666666666667,Good
5,8,4,432,21,75,83192,26906,16,29,10,Wednesday,16.666666666666664,Moderate
9,14,7,436,20,75,83261,44878,17,29,10,Wednesday,30.0,Unhealthy for Sensitive Groups
14,21,11,446,20,76,83300,66603,18,29,10,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
17,26,14,455,20,75,83294,82323,19,29,10,Wednesday,56.666666666666664,Unhealthy
22,33,17,452,20,76,83277,107534,20,29,10,Wednesday,73.33333333333333,Unhealthy
31,47,25,448,20,78,83254,156395,21,29,10,Wednesday,103.33333333333334,Very Unhealthy
29,45,23,448,20,77,83213,148456,22,29,10,Wednesday,96.66666666666667,Unhealthy
27,40,21,453,20,78,83188,133615,23,29,10,Wednesday,90.0,Unhealthy
23,35,18,451,20,77,83190,116487,0,30,10,Thursday,76.66666666666667,Unhealthy
18,28,14,443,20,78,83208,87898,1,30,10,Thursday,60.0,Unhealthy
15,23,12,442,20,77,83251,71270,2,30,10,Thursday,50.0,Unhealthy
14,21,11,444,20,76,83300,66011,3,30,10,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,432,21,75,83363,64582,4,30,10,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
11,17,9,416,21,74,83411,52446,5,30,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
14,21,11,416,22,72,83422,64888,6,30,10,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
15,22,12,412,23,65,83375,68462,7,30,10,Thursday,50.0,Unhealthy
16,24,12,411,25,60,83309,72842,8,30,10,Thursday,53.333333333333336,Unhealthy
11,16,9,410,27,53,83221,49997,9,30,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,411,26,53,83117,46903,10,30,10,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,414,25,56,83048,47165,11,30,10,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
7,10,6,411,25,56,83016,33124,12,30,10,Thursday,23.333333333333332,Moderate
7,11,6,412,25,55,83014,34600,13,30,10,Thursday,23.333333333333332,Moderate
11,17,9,414,23,60,83066,53481,14,30,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
13,19,10,416,22,65,83148,59262,15,30,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
16,25,13,421,22,66,83220,75721,16,30,10,Thursday,53.333333333333336,Unhealthy
14,22,11,422,22,69,83286,65669,17,30,10,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
18,27,14,423,21,75,83325,81902,18,30,10,Thursday,60.0,Unhealthy
17,25,13,421,20,77,83349,78280,19,30,10,Thursday,56.666666666666664,Unhealthy
13,19,10,420,20,77,83362,60046,20,30,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
13,19,10,423,20,76,83341,59422,21,30,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,439,20,75,83288,52882,22,30,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,453,20,75,83249,53163,23,30,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,459,20,76,83223,55397,0,31,10,Friday,40.0,Unhealthy for Sensitive Groups
16,25,13,442,20,77,83254,75768,1,31,10,Friday,53.333333333333336,Unhealthy
17,26,14,433,20,76,83283,78537,2,31,10,Friday,56.666666666666664,Unhealthy
21,32,16,436,20,76,83338,101307,3,31,10,Friday,70.0,Unhealthy
18,27,14,428,20,75,83416,84752,4,31,10,Friday,60.0,Unhealthy
19,29,15,419,22,69,83469,90376,5,31,10,Friday,63.33333333333333,Unhealthy
22,34,17,416,23,65,83459,109576,6,31,10,Friday,73.33333333333333,Unhealthy
17,25,13,413,24,63,83417,78778,7,31,10,Friday,56.666666666666664,Unhealthy
13,19,10,409,25,57,83343,58909,8,31,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
11,16,9,411,26,55,83261,50157,9,31,10,Friday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,412,25,56,83175,48017,10,31,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
12,18,10,411,25,59,83119,56840,11,31,10,Friday,40.0,Unhealthy for Sensitive Groups
11,16,9,411,24,60,83093,50120,12,31,10,Friday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,413,23,62,83107,47598,13,31,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,411,23,60,83133,43570,14,31,10,Friday,30.0,Unhealthy for Sensitive Groups
13,21,10,427,23,65,83179,60218,15,31,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
13,20,11,426,22,65,83248,62302,16,31,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
15,23,12,427,22,66,83300,69239,17,31,10,Friday,50.0,Unhealthy
14,21,11,433,22,67,83339,62861,18,31,10,Friday,46.666666666666664,Unhealthy for Sensitive Groups
11,17,9,425,21,66,83357,53351,19,31,10,Friday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,426,21,67,83334,46276,20,31,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
8,12,6,422,21,69,83299,35948,21,31,10,Friday,26.666666666666668,Moderate
8,12,6,423,20,72,83260,35991,22,31,10,Friday,26.666666666666668,Moderate
7,11,6,422,20,74,83224,34531,23,31,10,Friday,23.333333333333332,Moderate
9,14,7,420,20,75,83198,43367,0,1,11,Saturday,30.0,Unhealthy for Sensitive Groups
15,23,12,418,20,76,83241,72758,1,1,11,Saturday,50.0,Unhealthy
10,16,8,418,19,77,83297,49092,2,1,11,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
8,12,6,415,19,77,83363,38238,3,1,11,Saturday,26.666666666666668,Moderate
10,14,7,415,19,76,83449,45258,4,1,11,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
13,20,10,414,20,75,83511,61480,5,1,11,Saturday,43.333333333333336,Unhealthy for Sensitive Groups
17,26,14,413,21,73,83531,82849,6,1,11,Saturday,56.666666666666664,Unhealthy
17,26,13,409,22,67,83506,81808,7,1,11,Saturday,56.666666666666664,Unhealthy
11,17,9,407,23,63,83441,54216,8,1,11,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
10,16,8,404,24,58,83348,48642,9,1,11,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,403,25,57,83242,45914,10,1,11,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,404,25,58,83170,45354,11,1,11,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
9,13,7,404,24,58,83141,40730,12,1,11,Saturday,30.0,Unhealthy for Sensitive Groups
11,17,9,408,24,61,83147,51999,13,1,11,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
14,22,11,412,23,66,83187,65920,14,1,11,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
17,25,13,424,22,72,83241,76517,15,1,11,Saturday,56.666666666666664,Unhealthy
14,21,11,418,21,73,83311,64153,16,1,11,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
7,10,5,417,21,74,83386,31566,17,1,11,Saturday,23.333333333333332,Moderate
11,17,9,431,21,75,83427,52460,18,1,11,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
17,25,13,438,21,75,83431,77380,19,1,11,Saturday,56.666666666666664,Unhealthy
18,28,14,442,20,75,83392,86681,20,1,11,Saturday,60.0,Unhealthy
16,24,13,444,20,75,83337,73480,21,1,11,Saturday,53.333333333333336,Unhealthy
14,21,11,438,20,76,83289,65977,22,1,11,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
20,31,15,437,20,76,83246,96208,23,1,11,Saturday,66.66666666666666,Unhealthy
22,34,17,444,20,76,83239,106539,0,2,11,Sunday,73.33333333333333,Unhealthy
20,30,15,440,20,77,83272,90952,1,2,11,Sunday,66.66666666666666,Unhealthy
17,25,13,433,20,77,83307,76886,2,2,11,Sunday,56.666666666666664,Unhealthy
13,19,10,433,20,76,83357,59734,3,2,11,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,424,20,76,83439,53260,4,2,11,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
16,24,13,415,20,76,83516,72624,5,2,11,Sunday,53.333333333333336,Unhealthy
14,22,12,414,21,75,83541,67512,6,2,11,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,413,23,68,83528,65572,7,2,11,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
10,15,8,410,25,59,83468,45654,8,2,11,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
8,13,6,408,27,52,83367,39242,9,2,11,Sunday,26.666666666666668,Moderate
9,13,7,406,27,52,83256,42264,10,2,11,Sunday,30.0,Unhealthy for Sensitive Groups
7,11,6,406,27,49,83166,32908,11,2,11,Sunday,23.333333333333332,Moderate
7,10,6,405,27,49,83129,31548,12,2,11,Sunday,23.333333333333332,Moderate
6,10,5,406,26,51,83127,31290,13,2,11,Sunday,20.0,Moderate
7,11,6,411,25,52,83161,35167,14,2,11,Sunday,23.333333333333332,Moderate
9,13,7,414,23,55,83235,41693,15,2,11,Sunday,30.0,Unhealthy for Sensitive Groups
11,16,9,418,23,58,83317,49570,16,2,11,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,419,22,59,83402,54219,17,2,11,Sunday,40.0,Unhealthy for Sensitive Groups
11,16,9,417,22,62,83488,50502,18,2,11,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
9,14,7,416,21,64,83519,42947,19,2,11,Sunday,30.0,Unhealthy for Sensitive Groups
8,12,6,415,21,69,83510,36061,20,2,11,Sunday,26.666666666666668,Moderate
6,10,5,414,20,72,83470,29727,21,2,11,Sunday,20.0,Moderate
7,11,6,417,20,73,83424,32322,22,2,11,Sunday,23.333333333333332,Moderate
6,9,5,417,20,73,83377,29817,23,2,11,Sunday,20.0,Moderate
7,10,6,419,20,74,83340,31465,0,3,11,Monday,23.333333333333332,Moderate
8,12,6,420,20,76,83366,35747,1,3,11,Monday,26.666666666666668,Moderate
8,12,6,421,20,77,83421,36663,2,3,11,Monday,26.666666666666668,Moderate
8,13,6,422,19,77,83477,40083,3,3,11,Monday,26.666666666666668,Moderate
11,17,9,416,20,75,83552,53662,4,3,11,Monday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,9,411,21,73,83608,54723,5,3,11,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,409,23,66,83628,58991,6,3,11,Monday,40.0,Unhealthy for Sensitive Groups
12,19,10,406,25,57,83594,57602,7,3,11,Monday,40.0,Unhealthy for Sensitive Groups
10,15,8,405,26,51,83539,46019,8,3,11,Monday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,404,27,49,83457,46716,9,3,11,Monday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,404,27,47,83347,43712,10,3,11,Monday,30.0,Unhealthy for Sensitive Groups
8,13,6,403,28,46,83265,40390,11,3,11,Monday,26.666666666666668,Moderate
7,11,6,404,27,45,83222,34938,12,3,11,Monday,23.333333333333332,Moderate
6,9,5,404,26,42,83209,28889,13,3,11,Monday,20.0,Moderate
7,11,6,407,25,46,83240,34302,14,3,11,Monday,23.333333333333332,Moderate
10,16,8,413,24,53,83309,48938,15,3,11,Monday,33.33333333333333,Unhealthy for Sensitive Groups
14,21,11,423,23,57,83393,63850,16,3,11,Monday,46.666666666666664,Unhealthy for Sensitive Groups
18,28,14,425,22,60,83470,83812,17,3,11,Monday,60.0,Unhealthy
16,24,13,425,22,62,83548,73725,18,3,11,Monday,53.333333333333336,Unhealthy
13,19,10,417,22,63,83554,59310,19,3,11,Monday,43.333333333333336,Unhealthy for Sensitive Groups
